%# iteration evaluations sigma void void mean(1...dimension) (randomSeed=1534259325412, Tue Aug 14 17:08:45 CEST 2018)

0 0 0.5 0 0 0.5 0.5 0.5 0.5 0.5 
1 8 0.40755425298651254 0 0 0.5779586315324491 0.49506344446603795 0.7424748804747202 0.6457740671102119 0.41978588910684267 
2 16 0.5401503809313639 0 0 0.60392119867832 0.37436080795242666 0.6565089733211154 0.6967728010278862 0.4292383735345635 
3 24 0.45949425407020805 0 0 0.4763303102435056 0.3044398082899933 0.42510595576232507 0.6465618183993848 0.13405270106675163 
4 32 0.4176101556019761 0 0 0.5522082550256032 0.6731810741021187 0.32849339405592 0.38427874130159934 0.3743092159994267 
5 40 0.3419652310809888 0 0 0.6485642127880766 0.4764439635374096 0.5127574439660573 0.3414970058984523 0.35540241082815405 
6 48 0.3106992356529033 0 0 0.8170645364308808 0.7044092103993115 0.4168974573951175 0.3117078865361292 0.34941282425398396 
7 56 0.30487441951402633 0 0 0.77771414638907 0.6706763564358974 0.4010220623691156 0.2925714774281606 0.6998367638131361 
8 64 0.2540766292210641 0 0 0.7224653964307386 0.7294041426017287 0.5093935147998492 0.31607476363418996 0.6233058268349082 
9 72 0.3652970487136801 0 0 0.7324076666010507 0.44611032593846833 0.4712445758198123 0.2859549155816375 0.6831523653964463 
10 80 0.3468235187070156 0 0 0.7559787326164825 0.5585360066742876 0.4069241302175118 0.6576236119187633 0.4799611007853086 
